date,avg_sales,total_sales,store_count
2014-03-24,5828.0,2873264.0,493
2014-03-25,5259.0,2592471.0,493
2014-03-26,5235.0,2586159.0,494
2014-03-27,5435.0,2684692.0,494
2014-03-28,6098.0,3018658.0,495
2014-03-29,5602.0,2773153.0,495
2014-03-30,5523.0,71801.0,13
2014-03-31,10807.0,5381759.0,498
2014-04-01,8153.0,4060035.0,498
2014-04-02,7426.0,3690475.0,497
2014-04-03,7347.0,3651367.0,497
2014-04-04,7611.0,3782664.0,497
2014-04-05,5866.0,2921059.0,498
2014-04-06,5761.0,74897.0,13
2014-04-07,5930.0,2953375.0,498
2014-04-08,5561.0,2769147.0,498
2014-04-09,5695.0,2836071.0,498
2014-04-10,5801.0,2888666.0,498
2014-04-11,6126.0,3050797.0,498
2014-04-12,5683.0,2830113.0,498
2014-04-13,6324.0,82209.0,13
2014-04-14,10356.0,5157531.0,498
2014-04-15,9480.0,4720955.0,498
2014-04-16,8906.0,4435218.0,498
2014-04-17,9219.0,4591110.0,498
2014-04-18,10038.0,70266.0,7
2014-04-19,7529.0,3749511.0,498
2014-04-20,4753.0,61785.0,13
2014-04-21,6254.0,81307.0,13
2014-04-22,6218.0,3090396.0,497
2014-04-23,5349.0,2658229.0,497
2014-04-24,5394.0,2680729.0,497
2014-04-25,5547.0,2756823.0,497
2014-04-26,5321.0,2644468.0,497
2014-04-27,5699.0,74082.0,13
2014-04-28,9491.0,4716801.0,497
2014-04-29,8430.0,4189484.0,497
2014-04-30,9652.0,4796929.0,497
2014-05-01,9713.0,77702.0,8
2014-05-02,10057.0,4998193.0,497
2014-05-03,6108.0,3035743.0,497
2014-05-04,5702.0,74123.0,13
2014-05-05,9633.0,4797207.0,498
2014-05-06,8121.0,4044504.0,498
2014-05-07,7507.0,3738283.0,498
2014-05-08,7458.0,3714144.0,498
2014-05-09,7772.0,3870220.0,498
2014-05-10,6105.0,3040298.0,498
2014-05-11,5992.0,77890.0,13
2014-05-12,5693.0,2835103.0,498
2014-05-13,5462.0,2720199.0,498
2014-05-14,5477.0,2727378.0,498
2014-05-15,5561.0,2769230.0,498
2014-05-16,5809.0,2892868.0,498
2014-05-17,5395.0,2686865.0,498
2014-05-18,5929.0,77078.0,13
2014-05-19,8975.0,4469724.0,498
2014-05-20,7351.0,3660878.0,498
2014-05-21,6838.0,3405352.0,498
2014-05-22,6700.0,3336655.0,498
2014-05-23,7263.0,3616729.0,498
2014-05-24,5468.0,2723129.0,498
2014-05-25,5853.0,76090.0,13
2014-05-26,5824.0,2900394.0,498
2014-05-27,5631.0,2804134.0,498
2014-05-28,7108.0,3539750.0,498
2014-05-29,7655.0,99515.0,13
2014-05-30,8766.0,4365593.0,498
2014-05-31,6152.0,3063926.0,498
2014-06-01,6703.0,87133.0,13
2014-06-02,10384.0,5171262.0,498
2014-06-03,8558.0,4261870.0,498
2014-06-04,7846.0,3907485.0,498
2014-06-05,7837.0,3902677.0,498
2014-06-06,7860.0,3914377.0,498
2014-06-07,5997.0,2986599.0,498
2014-06-08,7443.0,96753.0,13
2014-06-09,6694.0,100414.0,15
2014-06-10,6603.0,3288295.0,498
2014-06-11,5985.0,2980708.0,498
2014-06-12,6217.0,3096206.0,498
2014-06-13,6284.0,3129243.0,498
2014-06-14,5863.0,2919581.0,498
2014-06-15,6211.0,80741.0,13
2014-06-16,9534.0,4747795.0,498
2014-06-17,8276.0,4121564.0,498
2014-06-18,8051.0,4009278.0,498
2014-06-19,7582.0,1539156.0,203
2014-06-20,8568.0,4266647.0,498
2014-06-21,5410.0,2694407.0,498
2014-06-22,6007.0,78085.0,13
2014-06-23,5906.0,2935361.0,497
2014-06-24,5408.0,2682544.0,496
2014-06-25,5328.0,2642897.0,496
2014-06-26,5185.0,2571704.0,496
2014-06-27,6165.0,3057747.0,496
2014-06-28,5881.0,2917049.0,496
2014-06-29,6927.0,90051.0,13
2014-06-30,11866.0,5885706.0,496
2014-07-01,8714.0,3633797.0,417
2014-07-02,8140.0,3394368.0,417
2014-07-03,7659.0,3193726.0,417
2014-07-04,6895.0,2882300.0,418
2014-07-05,5747.0,2407791.0,419
2014-07-06,6623.0,79474.0,12
2014-07-07,6462.0,2707471.0,419
2014-07-08,5460.0,2287533.0,419
2014-07-09,5292.0,2217327.0,419
2014-07-10,6081.0,2547942.0,419
2014-07-11,6134.0,2569946.0,419
2014-07-12,5713.0,2376676.0,416
2014-07-13,7463.0,89553.0,12
2014-07-14,9141.0,3802831.0,416
2014-07-15,8201.0,3411723.0,416
2014-07-16,7645.0,3180279.0,416
2014-07-17,7313.0,3042210.0,416
2014-07-18,7087.0,2948224.0,416
2014-07-19,5003.0,2081339.0,416
2014-07-20,6788.0,81454.0,12
2014-07-21,6073.0,2526402.0,416
2014-07-22,5611.0,2334036.0,416
2014-07-23,5401.0,2247010.0,416
2014-07-24,5525.0,2292801.0,415
2014-07-25,5843.0,2442399.0,418
2014-07-26,5208.0,2177111.0,418
2014-07-27,6638.0,79658.0,12
2014-07-28,9029.0,3774309.0,418
2014-07-29,7756.0,3241975.0,418
2014-07-30,7922.0,3311399.0,418
2014-07-31,8812.0,3683530.0,418
2014-08-01,7964.0,3328903.0,418
2014-08-02,5637.0,2356393.0,418
2014-08-03,7547.0,90564.0,12
2014-08-04,9549.0,3991321.0,418
2014-08-05,7950.0,3323284.0,418
2014-08-06,7084.0,2961060.0,418
2014-08-07,7159.0,2992283.0,418
2014-08-08,6955.0,2914318.0,419
2014-08-09,5260.0,2204095.0,419
2014-08-10,6994.0,83929.0,12
2014-08-11,6201.0,2598011.0,419
2014-08-12,5578.0,2337246.0,419
2014-08-13,5419.0,2270426.0,419
2014-08-14,5735.0,2402979.0,419
2014-08-15,5946.0,2491203.0,419
2014-08-16,5334.0,2234761.0,419
2014-08-17,6798.0,81582.0,12
2014-08-18,9721.0,4073009.0,419
2014-08-19,8121.0,3402646.0,419
2014-08-20,7383.0,3093340.0,419
2014-08-21,6978.0,2923727.0,419
2014-08-22,7010.0,2916139.0,416
2014-08-23,5267.0,2191155.0,416
2014-08-24,6768.0,81222.0,12
2014-08-25,6139.0,2553974.0,416
2014-08-26,5407.0,2249333.0,416
2014-08-27,5506.0,2284878.0,415
2014-08-28,5721.0,2374217.0,415
2014-08-29,6986.0,2892209.0,414
2014-08-30,6039.0,2500227.0,414
2014-08-31,7250.0,87002.0,12
2014-09-01,10292.0,4260813.0,414
2014-09-02,8341.0,3453230.0,414
2014-09-03,7624.0,3156471.0,414
2014-09-04,7240.0,2990210.0,413
2014-09-05,7364.0,3056266.0,415
2014-09-06,5356.0,2228273.0,416
2014-09-07,5790.0,69480.0,12
2014-09-08,6080.0,2529452.0,416
2014-09-09,5638.0,2339722.0,415
2014-09-10,5578.0,2320311.0,416
2014-09-11,5652.0,2351284.0,416
2014-09-12,5811.0,2423009.0,417
2014-09-13,5468.0,2280329.0,417
2014-09-14,6532.0,78389.0,12
2014-09-15,9184.0,3829811.0,417
2014-09-16,7599.0,3168880.0,417
2014-09-17,6885.0,2870955.0,417
2014-09-18,6782.0,2828082.0,417
2014-09-19,6902.0,2877971.0,417
2014-09-20,5223.0,2183148.0,418
2014-09-21,6538.0,78459.0,12
2014-09-22,5627.0,2352023.0,418
2014-09-23,5320.0,2223749.0,418
2014-09-24,5124.0,2146856.0,419
2014-09-25,5303.0,2221898.0,419
2014-09-26,5654.0,2369073.0,419
2014-09-27,5300.0,2220535.0,419
2014-09-28,6187.0,74243.0,12
2014-09-29,9006.0,3773585.0,419
2014-09-30,9407.0,3941698.0,419
2014-10-01,8134.0,3407991.0,419
2014-10-02,8607.0,3606429.0,419
2014-10-03,6149.0,104541.0,17
2014-10-04,6837.0,2864592.0,419
2014-10-05,5810.0,69724.0,12
2014-10-06,9484.0,3973819.0,419
2014-10-07,7721.0,3235308.0,419
2014-10-08,7258.0,3034018.0,418
2014-10-09,7211.0,3021553.0,419
2014-10-10,7446.0,3119856.0,419
2014-10-11,5509.0,2308334.0,419
2014-10-12,6568.0,78822.0,12
2014-10-13,5759.0,2413130.0,419
2014-10-14,5524.0,2314534.0,419
2014-10-15,5424.0,2272666.0,419
2014-10-16,5510.0,2308762.0,419
2014-10-17,5774.0,2419288.0,419
2014-10-18,5279.0,2212075.0,419
2014-10-19,5414.0,64969.0,12
2014-10-20,8504.0,3563071.0,419
2014-10-21,7053.0,2955343.0,419
2014-10-22,6452.0,2703332.0,419
2014-10-23,6826.0,2859906.0,419
2014-10-24,6869.0,2878076.0,419
2014-10-25,5219.0,2186925.0,419
2014-10-26,6048.0,72580.0,12
2014-10-27,5828.0,2441737.0,419
2014-10-28,5501.0,2304853.0,419
2014-10-29,5583.0,2339146.0,419
2014-10-30,6641.0,2782471.0,419
2014-10-31,7829.0,2732418.0,349
2014-11-01,6419.0,1617690.0,252
2014-11-02,10902.0,65412.0,6
2014-11-03,10452.0,4379355.0,419
2014-11-04,8617.0,3610473.0,419
2014-11-05,7873.0,3298710.0,419
2014-11-06,7611.0,3189169.0,419
2014-11-07,7703.0,3227537.0,419
2014-11-08,6003.0,2515210.0,419
2014-11-09,8044.0,48267.0,6
2014-11-10,8511.0,3566244.0,419
2014-11-11,7511.0,3147193.0,419
2014-11-12,7061.0,2958530.0,419
2014-11-13,7121.0,2983672.0,419
2014-11-14,7444.0,3119072.0,419
2014-11-15,5922.0,2481161.0,419
2014-11-16,10376.0,62258.0,6
2014-11-17,6240.0,2614579.0,419
2014-11-18,5697.0,2387072.0,419
2014-11-19,5633.0,2185438.0,388
2014-11-20,5933.0,2485941.0,419
2014-11-21,6154.0,2578673.0,419
2014-11-22,5897.0,2470673.0,419
2014-11-23,10114.0,60683.0,6
2014-11-24,9510.0,3984867.0,419
2014-11-25,8318.0,3485290.0,419
2014-11-26,7938.0,3325830.0,419
2014-11-27,8331.0,3490509.0,419
2014-11-28,9715.0,4070661.0,419
2014-11-29,7785.0,3262110.0,419
2014-11-30,10821.0,75749.0,7
2014-12-01,10819.0,4533342.0,419
2014-12-02,9330.0,3909175.0,419
2014-12-03,8724.0,3655217.0,419
2014-12-04,9035.0,3785466.0,419
2014-12-05,10341.0,4332778.0,419
2014-12-06,6873.0,2879996.0,419
2014-12-07,9260.0,55559.0,6
2014-12-08,6933.0,2904882.0,419
2014-12-09,6720.0,2815713.0,419
2014-12-10,6268.0,2626270.0,419
2014-12-11,6521.0,2732454.0,419
2014-12-12,6875.0,2880797.0,419
2014-12-13,7230.0,3029393.0,419
2014-12-14,11022.0,66134.0,6
2014-12-15,12768.0,5349729.0,419
2014-12-16,11195.0,4690621.0,419
2014-12-17,10006.0,4192374.0,419
2014-12-18,10360.0,4340764.0,419
2014-12-19,10066.0,4217521.0,419
2014-12-20,8418.0,3527322.0,419
2014-12-21,7107.0,78172.0,11
2014-12-22,11605.0,4862331.0,419
2014-12-23,11347.0,4754396.0,419
2014-12-24,4892.0,2049601.0,419
2014-12-25,7522.0,45133.0,6
2014-12-26,8682.0,60774.0,7
2014-12-27,6068.0,2542292.0,419
2014-12-28,7509.0,67582.0,9
2014-12-29,7740.0,3242915.0,419
2014-12-30,8135.0,3408492.0,419
2014-12-31,4137.0,1733318.0,419
2015-01-01,5671.0,39696.0,7
2015-01-02,6716.0,3344751.0,498
2015-01-03,5492.0,2734839.0,498
2015-01-04,8043.0,64341.0,8
2015-01-05,9990.0,4975014.0,498
2015-01-06,8356.0,3016381.0,361
2015-01-07,7657.0,3812974.0,498
2015-01-08,6822.0,3397566.0,498
2015-01-09,7059.0,3515424.0,498
2015-01-10,5604.0,2790968.0,498
2015-01-11,8896.0,62272.0,7
2015-01-12,8771.0,4368192.0,498
2015-01-13,7621.0,3795289.0,498
2015-01-14,7004.0,3487955.0,498
2015-01-15,6941.0,3456500.0,498
2015-01-16,7543.0,3756623.0,498
2015-01-17,5850.0,2913515.0,498
2015-01-18,9439.0,66075.0,7
2015-01-19,5701.0,2833480.0,497
2015-01-20,5112.0,2540491.0,497
2015-01-21,5241.0,2604742.0,497
2015-01-22,5302.0,2634875.0,497
2015-01-23,5626.0,2795911.0,497
2015-01-24,5186.0,2577449.0,497
2015-01-25,7750.0,54249.0,7
2015-01-26,8320.0,4134903.0,497
2015-01-27,7463.0,3709273.0,497
2015-01-28,7057.0,3507465.0,497
2015-01-29,7162.0,3559519.0,497
2015-01-30,8459.0,4204102.0,497
2015-01-31,6570.0,3265160.0,497
2015-02-01,9909.0,69363.0,7
2015-02-02,9170.0,4557470.0,497
2015-02-03,7931.0,3941931.0,497
2015-02-04,7220.0,3588173.0,497
2015-02-05,7118.0,3537891.0,497
2015-02-06,7488.0,3729050.0,498
2015-02-07,5894.0,2935223.0,498
2015-02-08,9467.0,66270.0,7
2015-02-09,5761.0,2868970.0,498
2015-02-10,5637.0,2807149.0,498
2015-02-11,5661.0,2819052.0,498
2015-02-12,5518.0,2747820.0,498
2015-02-13,6402.0,3187962.0,498
2015-02-14,5978.0,2977096.0,498
2015-02-15,10268.0,71873.0,7
2015-02-16,8656.0,4181041.0,483
2015-02-17,7440.0,3705112.0,498
2015-02-18,7179.0,3575216.0,498
2015-02-19,7151.0,3561001.0,498
2015-02-20,7213.0,3592070.0,498
2015-02-21,5643.0,2810113.0,498
2015-02-22,9433.0,66029.0,7
2015-02-23,5386.0,2682265.0,498
2015-02-24,5376.0,2677466.0,498
2015-02-25,5390.0,2684029.0,498
2015-02-26,5800.0,2888296.0,498
2015-02-27,6928.0,3449948.0,498
2015-02-28,6662.0,3317769.0,498
2015-03-01,9587.0,76693.0,8
2015-03-02,9738.0,4849610.0,498
2015-03-03,8245.0,4105987.0,498
2015-03-04,7493.0,3731331.0,498
2015-03-05,7367.0,3668845.0,498
2015-03-06,7576.0,3772995.0,498
2015-03-07,5864.0,2920343.0,498
2015-03-08,8458.0,59203.0,7
2015-03-09,6058.0,3017024.0,498
2015-03-10,5571.0,2774341.0,498
2015-03-11,5629.0,2803448.0,498
2015-03-12,5707.0,2836430.0,497
2015-03-13,6210.0,3086602.0,497
2015-03-14,5934.0,2954920.0,498
2015-03-15,7157.0,85880.0,12
2015-03-16,9698.0,4829531.0,498
2015-03-17,7843.0,3905891.0,498
2015-03-18,7118.0,3537562.0,497
2015-03-19,7228.0,3599520.0,498
2015-03-20,7383.0,3676702.0,498
2015-03-21,5731.0,2854232.0,498
2015-03-22,6214.0,80785.0,13
2015-03-23,6069.0,3022208.0,498
2015-03-24,5561.0,2769196.0,498
2015-03-25,5418.0,2698340.0,498
2015-03-26,5693.0,2835346.0,498
2015-03-27,6293.0,3133713.0,498
2015-03-28,6101.0,3038179.0,498
2015-03-29,6254.0,81296.0,13
2015-03-30,10956.0,5456287.0,498
2015-03-31,9998.0,4978822.0,498
2015-04-01,9865.0,4912708.0,498
2015-04-02,10131.0,5045092.0,498
2015-04-03,10889.0,76220.0,7
2015-04-04,8373.0,4169643.0,498
2015-04-05,5641.0,73339.0,13
2015-04-06,7180.0,93346.0,13
2015-04-07,7055.0,3513187.0,498
2015-04-08,6057.0,3016367.0,498
2015-04-09,5868.0,2910524.0,496
2015-04-10,5941.0,2958857.0,498
2015-04-11,5747.0,2862016.0,498
2015-04-12,6308.0,82006.0,13
2015-04-13,9808.0,4884401.0,498
2015-04-14,8160.0,4063656.0,498
2015-04-15,7162.0,3559388.0,497
2015-04-16,7466.0,3718271.0,498
2015-04-17,7746.0,3857391.0,498
2015-04-18,5853.0,2914560.0,498
2015-04-19,6179.0,80322.0,13
2015-04-20,5888.0,2932163.0,498
2015-04-21,5421.0,2699788.0,498
2015-04-22,5445.0,2711546.0,498
2015-04-23,5519.0,2748440.0,498
2015-04-24,5667.0,2822204.0,498
2015-04-25,5626.0,2801851.0,498
2015-04-26,6024.0,78315.0,13
2015-04-27,9389.0,4675522.0,498
2015-04-28,8285.0,4117869.0,497
2015-04-29,8466.0,4216035.0,498
2015-04-30,10115.0,5037085.0,498
2015-05-01,9752.0,87770.0,9
2015-05-02,7852.0,3910349.0,498
2015-05-03,6349.0,82531.0,13
2015-05-04,9839.0,4890115.0,497
2015-05-05,7827.0,3882214.0,496
2015-05-06,7729.0,3833696.0,496
2015-05-07,7637.0,3795528.0,497
2015-05-08,7744.0,3848645.0,497
2015-05-09,6387.0,3174415.0,497
2015-05-10,6786.0,88213.0,13
2015-05-11,6011.0,2987582.0,497
2015-05-12,5959.0,2961791.0,497
2015-05-13,7279.0,3617503.0,497
2015-05-14,7794.0,101317.0,13
2015-05-15,7664.0,3808974.0,497
2015-05-16,5793.0,2884747.0,498
2015-05-17,6680.0,86841.0,13
2015-05-18,9444.0,4702965.0,498
2015-05-19,7936.0,3952316.0,498
2015-05-20,7435.0,3702382.0,498
2015-05-21,7346.0,3658457.0,498
2015-05-22,7424.0,3697237.0,498
2015-05-23,6016.0,2996176.0,498
2015-05-24,7079.0,92027.0,13
2015-05-25,7514.0,105203.0,14
2015-05-26,6932.0,3452028.0,498
2015-05-27,6131.0,3053096.0,498
2015-05-28,6230.0,3102426.0,498
2015-05-29,7458.0,3714025.0,498
2015-05-30,6720.0,3346726.0,498
2015-05-31,7106.0,92384.0,13
2015-06-01,10417.0,5187684.0,498
2015-06-02,8842.0,4403251.0,498
2015-06-03,8685.0,4316408.0,497
2015-06-04,8059.0,1636040.0,203
2015-06-05,8624.0,4294913.0,498
2015-06-06,5788.0,2882507.0,498
2015-06-07,6918.0,89930.0,13
2015-06-08,6548.0,3261149.0,498
2015-06-09,6138.0,3056777.0,498
2015-06-10,5810.0,2893500.0,498
2015-06-11,5838.0,2907376.0,498
2015-06-12,5908.0,2936381.0,497
2015-06-13,5827.0,2895842.0,497
2015-06-14,7284.0,94698.0,13
2015-06-15,10343.0,5140597.0,497
2015-06-16,8589.0,4268795.0,497
2015-06-17,7642.0,3798113.0,497
2015-06-18,7280.0,3618209.0,497
2015-06-19,7550.0,3752131.0,497
2015-06-20,5704.0,2834947.0,497
2015-06-21,6825.0,88727.0,13
2015-06-22,5819.0,2892189.0,497
2015-06-23,5609.0,2787563.0,497
2015-06-24,5568.0,2767168.0,497
2015-06-25,5542.0,2754432.0,497
2015-06-26,5911.0,2943734.0,498
2015-06-27,5823.0,2899994.0,498
2015-06-28,6985.0,90806.0,13
2015-06-29,10647.0,5302220.0,498
2015-06-30,10282.0,5120675.0,498
2015-07-01,8010.0,3989061.0,498
2015-07-02,7553.0,3761583.0,498
2015-07-03,7561.0,3765361.0,498
2015-07-04,5420.0,2699071.0,498
2015-07-05,7137.0,92776.0,13
2015-07-06,6758.0,3365687.0,498
2015-07-07,5734.0,2855636.0,498
2015-07-08,6189.0,3082066.0,498
2015-07-09,6208.0,3091406.0,498
2015-07-10,6293.0,3133746.0,498
2015-07-11,5596.0,2781167.0,497
2015-07-12,7320.0,95164.0,13
2015-07-13,9675.0,4808387.0,497
2015-07-14,8313.0,4131644.0,497
2015-07-15,7834.0,3893472.0,497
2015-07-16,7480.0,3709983.0,496
2015-07-17,7119.0,3531148.0,496
2015-07-18,5750.0,2852062.0,496
2015-07-19,8021.0,104276.0,13
2015-07-20,6567.0,3257243.0,496
2015-07-21,5668.0,2811422.0,496
2015-07-22,5435.0,2695963.0,496
2015-07-23,5993.0,2972656.0,496
2015-07-24,5894.0,2923370.0,496
2015-07-25,5405.0,2680665.0,496
2015-07-26,7760.0,100884.0,13
2015-07-27,9552.0,4738022.0,496
2015-07-28,8103.0,4019083.0,496
2015-07-29,7609.0,3774180.0,496
2015-07-30,7843.0,3890242.0,496
2015-07-31,9063.0,4495397.0,496
