epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss,model,val_MASE
0.0,,1419,,253.18930053710935,,,,,,tft,
0.0,,1429,,243.8970184326172,,,,,,tft,
0.0,,1439,,261.4575500488281,,,,,,tft,
0.0,,1449,,265.5882263183594,,,,,,tft,
0.0,,1459,,246.53184509277344,,,,,,tft,
0.0,,1469,,261.8788452148437,,,,,,tft,
0.0,,1479,,250.8865203857422,,,,,,tft,
0.0,,1489,,239.99282836914065,,,,,,tft,
0.0,,1499,,245.90611267089844,,,,,,tft,
0.0,,1509,,248.0441436767578,,,,,,tft,
0.0,,1519,,246.3135223388672,,,,,,tft,
0.0,,1529,,248.2310791015625,,,,,,tft,
0.0,,1539,,252.7740936279297,,,,,,tft,
0.0,,1549,,251.1401824951172,,,,,,tft,
0.0,,1559,,247.54217529296875,,,,,,tft,
0.0,,1569,,236.5492248535156,,,,,,tft,
0.0,,1579,,240.6106109619141,,,,,,tft,
0.0,,1589,,227.47125244140625,,,,,,tft,
0.0,,1599,,266.2491149902344,,,,,,tft,
0.0,,1609,,261.8478698730469,,,,,,tft,
0.0,,1619,,257.67633056640625,,,,,,tft,
0.0,,1629,,233.6719207763672,,,,,,tft,
0.0,,1639,,235.49221801757807,,,,,,tft,
0.0,,1647,,,600.3712768554688,0.0919225960969924,885.8981323242188,0.0906116813421249,336.9524841308594,tft,
0.0,,1647,305.14410400390625,,,,,,,tft,
,0.003,1648,,,,,,,,tft,
1.0,,1649,,249.47378540039065,,,,,,tft,
1.0,,1659,,252.66241455078125,,,,,,tft,
1.0,,1669,,232.91754150390625,,,,,,tft,
1.0,,1679,,245.07054138183597,,,,,,tft,
1.0,,1689,,242.0322265625,,,,,,tft,
1.0,,1699,,251.244384765625,,,,,,tft,
1.0,,1709,,247.73231506347656,,,,,,tft,
1.0,,1719,,264.2945556640625,,,,,,tft,
1.0,,1729,,228.4944305419922,,,,,,tft,
1.0,,1739,,234.4615631103516,,,,,,tft,
1.0,,1749,,248.21743774414065,,,,,,tft,
1.0,,1759,,234.82177734375,,,,,,tft,
1.0,,1769,,250.8238067626953,,,,,,tft,
1.0,,1779,,247.86209106445312,,,,,,tft,
1.0,,1789,,259.73297119140625,,,,,,tft,
1.0,,1799,,251.36094665527344,,,,,,tft,
1.0,,1809,,240.45950317382807,,,,,,tft,
1.0,,1819,,254.2487945556641,,,,,,tft,
1.0,,1829,,233.5841217041016,,,,,,tft,
1.0,,1839,,239.3031005859375,,,,,,tft,
1.0,,1849,,252.2185211181641,,,,,,tft,
1.0,,1859,,236.84503173828125,,,,,,tft,
1.0,,1869,,250.5606384277344,,,,,,tft,
1.0,,1879,,232.6586456298828,,,,,,tft,
1.0,,1889,,237.6330108642578,,,,,,tft,
1.0,,1899,,239.3433837890625,,,,,,tft,
1.0,,1909,,233.4282073974609,,,,,,tft,
1.0,,1919,,219.7642059326172,,,,,,tft,
1.0,,1929,,247.26919555664065,,,,,,tft,
1.0,,1939,,240.2731475830078,,,,,,tft,
1.0,,1949,,238.9650421142578,,,,,,tft,
1.0,,1959,,228.1676483154297,,,,,,tft,
1.0,,1969,,236.6671295166016,,,,,,tft,
1.0,,1979,,241.25743103027344,,,,,,tft,
1.0,,1989,,241.996337890625,,,,,,tft,
1.0,,1999,,241.47640991210935,,,,,,tft,
1.0,,2009,,244.5390167236328,,,,,,tft,
1.0,,2019,,243.88624572753903,,,,,,tft,
1.0,,2029,,229.0577087402344,,,,,,tft,
1.0,,2039,,237.2437744140625,,,,,,tft,
1.0,,2049,,233.3987274169922,,,,,,tft,
1.0,,2059,,223.189453125,,,,,,tft,
1.0,,2069,,240.52842712402344,,,,,,tft,
1.0,,2079,,266.8997497558594,,,,,,tft,
1.0,,2089,,239.58035278320312,,,,,,tft,
1.0,,2099,,244.54507446289065,,,,,,tft,
1.0,,2109,,232.3982391357422,,,,,,tft,
1.0,,2119,,237.08200073242188,,,,,,tft,
1.0,,2129,,246.02166748046875,,,,,,tft,
1.0,,2139,,244.0419464111328,,,,,,tft,
1.0,,2149,,228.5093688964844,,,,,,tft,
1.0,,2159,,234.9269256591797,,,,,,tft,
1.0,,2169,,238.7655029296875,,,,,,tft,
1.0,,2179,,251.1798248291016,,,,,,tft,
1.0,,2189,,223.46453857421875,,,,,,tft,
1.0,,2199,,220.79837036132807,,,,,,tft,
1.0,,2209,,224.689697265625,,,,,,tft,
1.0,,2219,,233.8301696777344,,,,,,tft,
1.0,,2229,,225.18902587890625,,,,,,tft,
1.0,,2239,,234.65306091308597,,,,,,tft,
1.0,,2249,,228.89007568359372,,,,,,tft,
1.0,,2259,,238.4118804931641,,,,,,tft,
1.0,,2269,,249.39926147460935,,,,,,tft,
1.0,,2279,,234.1831817626953,,,,,,tft,
1.0,,2289,,249.26454162597656,,,,,,tft,
1.0,,2299,,230.49388122558597,,,,,,tft,
1.0,,2309,,231.5718231201172,,,,,,tft,
1.0,,2319,,226.92092895507807,,,,,,tft,
1.0,,2329,,227.6961669921875,,,,,,tft,
1.0,,2339,,228.7737274169922,,,,,,tft,
1.0,,2349,,235.6877593994141,,,,,,tft,
1.0,,2359,,251.59909057617188,,,,,,tft,
1.0,,2369,,217.84280395507807,,,,,,tft,
1.0,,2379,,240.93096923828125,,,,,,tft,
1.0,,2389,,234.102294921875,,,,,,tft,
1.0,,2399,,221.7271270751953,,,,,,tft,
1.0,,2409,,261.2846374511719,,,,,,tft,
1.0,,2419,,227.2828063964844,,,,,,tft,
1.0,,2429,,229.94866943359372,,,,,,tft,
1.0,,2439,,238.4388885498047,,,,,,tft,
1.0,,2449,,222.30149841308597,,,,,,tft,
1.0,,2459,,228.8982391357422,,,,,,tft,
1.0,,2469,,223.57879638671875,,,,,,tft,
1.0,,2479,,241.9893798828125,,,,,,tft,
1.0,,2489,,237.76577758789065,,,,,,tft,
1.0,,2499,,220.166748046875,,,,,,tft,
1.0,,2509,,228.50619506835935,,,,,,tft,
1.0,,2519,,227.61721801757807,,,,,,tft,
1.0,,2529,,236.7589569091797,,,,,,tft,
1.0,,2539,,235.5282745361328,,,,,,tft,
1.0,,2549,,220.8366241455078,,,,,,tft,
1.0,,2559,,237.26828002929688,,,,,,tft,
1.0,,2569,,227.3081817626953,,,,,,tft,
1.0,,2579,,239.01235961914065,,,,,,tft,
1.0,,2589,,235.58383178710935,,,,,,tft,
1.0,,2599,,222.42822265625,,,,,,tft,
1.0,,2609,,220.69558715820312,,,,,,tft,
1.0,,2619,,222.04942321777344,,,,,,tft,
1.0,,2629,,243.0863037109375,,,,,,tft,
1.0,,2639,,220.8072967529297,,,,,,tft,
1.0,,2649,,229.0108184814453,,,,,,tft,
1.0,,2659,,228.94546508789065,,,,,,tft,
1.0,,2669,,235.6902313232422,,,,,,tft,
1.0,,2679,,237.02500915527344,,,,,,tft,
1.0,,2689,,222.24757385253903,,,,,,tft,
1.0,,2699,,231.60299682617188,,,,,,tft,
1.0,,2709,,227.17349243164065,,,,,,tft,
1.0,,2719,,230.7154083251953,,,,,,tft,
1.0,,2729,,227.750244140625,,,,,,tft,
1.0,,2739,,228.06056213378903,,,,,,tft,
1.0,,2749,,220.0738525390625,,,,,,tft,
1.0,,2759,,236.0455474853516,,,,,,tft,
1.0,,2769,,222.2792205810547,,,,,,tft,
1.0,,2779,,222.6571807861328,,,,,,tft,
1.0,,2789,,216.87794494628903,,,,,,tft,
1.0,,2799,,249.6083984375,,,,,,tft,
1.0,,2809,,233.26612854003903,,,,,,tft,
1.0,,2819,,232.8323211669922,,,,,,tft,
1.0,,2829,,221.1640472412109,,,,,,tft,
1.0,,2839,,245.26068115234372,,,,,,tft,
1.0,,2849,,218.27430725097656,,,,,,tft,
1.0,,2859,,225.5465545654297,,,,,,tft,
1.0,,2869,,214.0383758544922,,,,,,tft,
1.0,,2879,,222.2162933349609,,,,,,tft,
1.0,,2889,,231.3661193847656,,,,,,tft,
1.0,,2899,,224.6969451904297,,,,,,tft,
1.0,,2909,,224.4218292236328,,,,,,tft,
1.0,,2919,,218.78672790527344,,,,,,tft,
1.0,,2929,,234.07362365722656,,,,,,tft,
1.0,,2939,,239.4213104248047,,,,,,tft,
1.0,,2949,,221.9046630859375,,,,,,tft,
1.0,,2959,,233.8629150390625,,,,,,tft,
1.0,,2969,,226.27154541015625,,,,,,tft,
1.0,,2979,,234.0798797607422,,,,,,tft,
1.0,,2989,,213.67349243164065,,,,,,tft,
1.0,,2999,,231.78648376464844,,,,,,tft,
1.0,,3009,,220.5608062744141,,,,,,tft,
1.0,,3019,,219.66775512695312,,,,,,tft,
1.0,,3029,,225.5932159423828,,,,,,tft,
1.0,,3039,,228.65087890625,,,,,,tft,
1.0,,3049,,211.24627685546875,,,,,,tft,
1.0,,3059,,218.8108367919922,,,,,,tft,
1.0,,3069,,213.78451538085935,,,,,,tft,
1.0,,3079,,226.38070678710935,,,,,,tft,
1.0,,3089,,231.6861267089844,,,,,,tft,
1.0,,3099,,246.6195526123047,,,,,,tft,
1.0,,3109,,224.28921508789065,,,,,,tft,
1.0,,3119,,229.83729553222656,,,,,,tft,
1.0,,3129,,229.7748565673828,,,,,,tft,
1.0,,3139,,215.1376495361328,,,,,,tft,
1.0,,3149,,221.5621795654297,,,,,,tft,
1.0,,3159,,243.96389770507807,,,,,,tft,
1.0,,3169,,200.99717712402344,,,,,,tft,
1.0,,3179,,236.02638244628903,,,,,,tft,
1.0,,3189,,236.25296020507807,,,,,,tft,
1.0,,3199,,236.04380798339844,,,,,,tft,
1.0,,3209,,224.1142120361328,,,,,,tft,
1.0,,3219,,227.23419189453125,,,,,,tft,
1.0,,3229,,221.0133819580078,,,,,,tft,
1.0,,3239,,249.4267120361328,,,,,,tft,
1.0,,3249,,217.20748901367188,,,,,,tft,
1.0,,3259,,228.0006561279297,,,,,,tft,
1.0,,3269,,216.25509643554688,,,,,,tft,
1.0,,3279,,216.5911102294922,,,,,,tft,
1.0,,3289,,231.31082153320312,,,,,,tft,
1.0,,3295,,,608.0830078125,0.0935612022876739,899.674072265625,0.0918895527720451,352.7555236816406,tft,
1.0,,3295,231.8923492431641,,,,,,,tft,
,0.003,3296,,,,,,,,tft,
2.0,,3299,,224.22055053710935,,,,,,tft,
2.0,,3309,,215.26255798339844,,,,,,tft,
2.0,,3319,,227.46778869628903,,,,,,tft,
2.0,,3329,,226.72987365722656,,,,,,tft,
2.0,,3339,,217.43478393554688,,,,,,tft,
2.0,,3349,,224.5545196533203,,,,,,tft,
2.0,,3359,,217.9249267578125,,,,,,tft,
2.0,,3369,,226.4868927001953,,,,,,tft,
2.0,,3379,,218.51858520507807,,,,,,tft,
2.0,,3389,,228.9444122314453,,,,,,tft,
2.0,,3399,,231.62461853027344,,,,,,tft,
2.0,,3409,,216.2965087890625,,,,,,tft,
2.0,,3419,,234.1887359619141,,,,,,tft,
2.0,,3429,,228.22491455078125,,,,,,tft,
2.0,,3439,,211.28814697265625,,,,,,tft,
2.0,,3449,,220.1406097412109,,,,,,tft,
2.0,,3459,,228.60464477539065,,,,,,tft,
2.0,,3469,,215.5147399902344,,,,,,tft,
2.0,,3479,,215.3660125732422,,,,,,tft,
2.0,,3489,,213.89865112304688,,,,,,tft,
2.0,,3499,,208.60433959960935,,,,,,tft,
2.0,,3509,,220.21420288085935,,,,,,tft,
2.0,,3519,,216.119873046875,,,,,,tft,
2.0,,3529,,217.579345703125,,,,,,tft,
2.0,,3539,,221.91722106933597,,,,,,tft,
2.0,,3549,,207.99517822265625,,,,,,tft,
2.0,,3559,,208.7158050537109,,,,,,tft,
2.0,,3569,,210.5548858642578,,,,,,tft,
2.0,,3579,,213.9508056640625,,,,,,tft,
2.0,,3589,,218.84022521972656,,,,,,tft,
2.0,,3599,,214.8434600830078,,,,,,tft,
2.0,,3609,,219.30056762695312,,,,,,tft,
2.0,,3619,,218.44386291503903,,,,,,tft,
2.0,,3629,,216.0111389160156,,,,,,tft,
2.0,,3639,,220.8658905029297,,,,,,tft,
2.0,,3649,,225.0191192626953,,,,,,tft,
2.0,,3659,,215.7144317626953,,,,,,tft,
2.0,,3669,,216.1858673095703,,,,,,tft,
2.0,,3679,,220.62918090820312,,,,,,tft,
2.0,,3689,,221.4503173828125,,,,,,tft,
2.0,,3699,,210.51318359375,,,,,,tft,
2.0,,3709,,217.03875732421875,,,,,,tft,
2.0,,3719,,221.92611694335935,,,,,,tft,
2.0,,3729,,208.4670562744141,,,,,,tft,
2.0,,3739,,208.72146606445312,,,,,,tft,
2.0,,3749,,217.80023193359372,,,,,,tft,
2.0,,3759,,213.70460510253903,,,,,,tft,
2.0,,3769,,216.75732421875,,,,,,tft,
2.0,,3779,,219.86233520507807,,,,,,tft,
2.0,,3789,,220.9348297119141,,,,,,tft,
2.0,,3799,,219.32327270507807,,,,,,tft,
2.0,,3809,,219.28787231445312,,,,,,tft,
2.0,,3819,,233.5771484375,,,,,,tft,
2.0,,3829,,218.0370178222656,,,,,,tft,
2.0,,3839,,243.2141265869141,,,,,,tft,
2.0,,3849,,214.0146484375,,,,,,tft,
2.0,,3859,,227.95957946777344,,,,,,tft,
2.0,,3869,,212.4038543701172,,,,,,tft,
2.0,,3879,,227.40707397460935,,,,,,tft,
2.0,,3889,,209.51409912109372,,,,,,tft,
2.0,,3899,,216.91505432128903,,,,,,tft,
2.0,,3909,,214.2243194580078,,,,,,tft,
2.0,,3919,,213.66294860839844,,,,,,tft,
2.0,,3929,,215.20553588867188,,,,,,tft,
2.0,,3939,,217.44281005859372,,,,,,tft,
2.0,,3949,,216.75149536132807,,,,,,tft,
2.0,,3959,,212.7338104248047,,,,,,tft,
2.0,,3969,,212.1341552734375,,,,,,tft,
2.0,,3979,,229.21578979492188,,,,,,tft,
2.0,,3989,,205.6629180908203,,,,,,tft,
2.0,,3999,,210.7147979736328,,,,,,tft,
2.0,,4009,,205.73556518554688,,,,,,tft,
2.0,,4019,,220.697021484375,,,,,,tft,
2.0,,4029,,203.9994659423828,,,,,,tft,
2.0,,4039,,225.6222686767578,,,,,,tft,
2.0,,4049,,205.9027404785156,,,,,,tft,
2.0,,4059,,213.77182006835935,,,,,,tft,
2.0,,4069,,209.6636199951172,,,,,,tft,
2.0,,4079,,200.33811950683597,,,,,,tft,
2.0,,4089,,199.08946228027344,,,,,,tft,
2.0,,4099,,215.4649658203125,,,,,,tft,
2.0,,4109,,203.9019317626953,,,,,,tft,
2.0,,4119,,215.63748168945312,,,,,,tft,
2.0,,4129,,208.6859436035156,,,,,,tft,
2.0,,4139,,212.6931610107422,,,,,,tft,
2.0,,4149,,202.93690490722656,,,,,,tft,
2.0,,4159,,224.70440673828125,,,,,,tft,
2.0,,4169,,203.390869140625,,,,,,tft,
2.0,,4179,,214.3034820556641,,,,,,tft,
2.0,,4189,,208.38157653808597,,,,,,tft,
2.0,,4199,,231.6973876953125,,,,,,tft,
2.0,,4209,,222.5030517578125,,,,,,tft,
2.0,,4219,,206.1656494140625,,,,,,tft,
2.0,,4229,,211.78851318359372,,,,,,tft,
2.0,,4239,,224.55056762695312,,,,,,tft,
2.0,,4249,,207.0855865478516,,,,,,tft,
2.0,,4259,,214.84426879882807,,,,,,tft,
2.0,,4269,,208.27745056152344,,,,,,tft,
2.0,,4279,,217.97189331054688,,,,,,tft,
2.0,,4289,,220.37030029296875,,,,,,tft,
2.0,,4299,,215.63934326171875,,,,,,tft,
2.0,,4309,,218.52670288085935,,,,,,tft,
2.0,,4319,,201.81741333007807,,,,,,tft,
2.0,,4329,,215.88900756835935,,,,,,tft,
2.0,,4339,,203.5852508544922,,,,,,tft,
2.0,,4349,,225.01251220703125,,,,,,tft,
2.0,,4359,,217.34776306152344,,,,,,tft,
2.0,,4369,,212.5063323974609,,,,,,tft,
2.0,,4379,,215.9322967529297,,,,,,tft,
2.0,,4389,,208.5025787353516,,,,,,tft,
2.0,,4399,,209.4203948974609,,,,,,tft,
2.0,,4409,,204.6376190185547,,,,,,tft,
2.0,,4419,,217.07102966308597,,,,,,tft,
2.0,,4429,,218.73228454589844,,,,,,tft,
2.0,,4439,,211.6866455078125,,,,,,tft,
2.0,,4449,,213.41261291503903,,,,,,tft,
2.0,,4459,,212.78533935546875,,,,,,tft,
2.0,,4469,,222.1288909912109,,,,,,tft,
2.0,,4479,,224.7501220703125,,,,,,tft,
2.0,,4489,,218.5565490722656,,,,,,tft,
2.0,,4499,,211.8433380126953,,,,,,tft,
2.0,,4509,,212.58383178710935,,,,,,tft,
2.0,,4519,,216.51373291015625,,,,,,tft,
2.0,,4529,,211.37835693359372,,,,,,tft,
2.0,,4539,,223.9696350097656,,,,,,tft,
2.0,,4549,,213.15663146972656,,,,,,tft,
2.0,,4559,,208.4999084472656,,,,,,tft,
2.0,,4569,,220.4009552001953,,,,,,tft,
2.0,,4579,,202.91590881347656,,,,,,tft,
2.0,,4589,,206.8646697998047,,,,,,tft,
2.0,,4599,,217.250732421875,,,,,,tft,
2.0,,4609,,208.41778564453125,,,,,,tft,
2.0,,4619,,200.95037841796875,,,,,,tft,
2.0,,4629,,214.6454620361328,,,,,,tft,
2.0,,4639,,207.57948303222656,,,,,,tft,
2.0,,4649,,196.91407775878903,,,,,,tft,
2.0,,4659,,209.0381317138672,,,,,,tft,
2.0,,4669,,204.34524536132807,,,,,,tft,
2.0,,4679,,205.49221801757807,,,,,,tft,
2.0,,4689,,200.04429626464844,,,,,,tft,
2.0,,4699,,201.997802734375,,,,,,tft,
2.0,,4709,,229.1735992431641,,,,,,tft,
2.0,,4719,,212.4986724853516,,,,,,tft,
2.0,,4729,,202.20474243164065,,,,,,tft,
2.0,,4739,,206.0879669189453,,,,,,tft,
2.0,,4749,,204.9439239501953,,,,,,tft,
2.0,,4759,,217.4100341796875,,,,,,tft,
2.0,,4769,,210.5397186279297,,,,,,tft,
2.0,,4779,,209.77671813964844,,,,,,tft,
2.0,,4789,,207.2141876220703,,,,,,tft,
2.0,,4799,,204.29920959472656,,,,,,tft,
2.0,,4809,,213.5648956298828,,,,,,tft,
2.0,,4819,,204.8593292236328,,,,,,tft,
2.0,,4829,,202.94142150878903,,,,,,tft,
2.0,,4839,,199.29258728027344,,,,,,tft,
2.0,,4849,,210.8498992919922,,,,,,tft,
2.0,,4859,,213.59005737304688,,,,,,tft,
2.0,,4869,,208.1356964111328,,,,,,tft,
2.0,,4879,,206.85186767578125,,,,,,tft,
2.0,,4889,,212.4970245361328,,,,,,tft,
2.0,,4899,,199.3633728027344,,,,,,tft,
2.0,,4909,,203.95480346679688,,,,,,tft,
2.0,,4919,,198.51116943359372,,,,,,tft,
2.0,,4929,,204.7611389160156,,,,,,tft,
2.0,,4939,,217.8784942626953,,,,,,tft,
2.0,,4943,,,598.2673950195312,0.0903118401765823,888.810546875,0.0906691923737526,350.9588317871094,tft,
2.0,,4943,215.0723571777344,,,,,,,tft,
,0.003,4944,,,,,,,,tft,
3.0,,4949,,217.13626098632807,,,,,,tft,
3.0,,4959,,204.23443603515625,,,,,,tft,
3.0,,4969,,198.81163024902344,,,,,,tft,
3.0,,4979,,206.2618865966797,,,,,,tft,
3.0,,4989,,208.3058013916016,,,,,,tft,
3.0,,4999,,209.37635803222656,,,,,,tft,
3.0,,5009,,202.7440185546875,,,,,,tft,
3.0,,5019,,206.8361358642578,,,,,,tft,
3.0,,5029,,215.25811767578125,,,,,,tft,
3.0,,5039,,226.80023193359372,,,,,,tft,
3.0,,5049,,227.00454711914065,,,,,,tft,
3.0,,5059,,203.802734375,,,,,,tft,
3.0,,5069,,212.8005523681641,,,,,,tft,
3.0,,5079,,196.10595703125,,,,,,tft,
3.0,,5089,,218.94805908203125,,,,,,tft,
3.0,,5099,,203.82749938964844,,,,,,tft,
3.0,,5109,,208.03030395507807,,,,,,tft,
3.0,,5119,,212.54232788085935,,,,,,tft,
3.0,,5129,,218.33306884765625,,,,,,tft,
3.0,,5139,,199.2402801513672,,,,,,tft,
3.0,,5149,,224.0296936035156,,,,,,tft,
3.0,,5159,,210.06956481933597,,,,,,tft,
3.0,,5169,,216.2446136474609,,,,,,tft,
3.0,,5179,,200.6011962890625,,,,,,tft,
3.0,,5189,,224.2821807861328,,,,,,tft,
3.0,,5199,,225.8466796875,,,,,,tft,
3.0,,5209,,202.2153778076172,,,,,,tft,
3.0,,5219,,205.1151428222656,,,,,,tft,
3.0,,5229,,204.08038330078125,,,,,,tft,
3.0,,5239,,206.70852661132807,,,,,,tft,
3.0,,5249,,210.99298095703125,,,,,,tft,
3.0,,5259,,194.74740600585935,,,,,,tft,
